Name,Card Type,Rating,Current Index,Current Price,General Position,Position,Nation,Club,League
Lang,Non-Inform,76,100.0,10000.0,Defender,RB,Switzerland,Borussia M.gladbach,GER 1
Lang,Non-Inform,76,100.0,10000.0,Defender,RB,Switzerland,Borussia M.gladbach,GER 1
Wolf,Non-Inform,75,100.0,10000.0,Defender,RB,Germany,Borussia Dortmund,GER 1
Wolf,Non-Inform,75,100.0,10000.0,Defender,RB,Germany,Borussia Dortmund,GER 1
Wolf,Non-Inform,75,100.0,10000.0,Defender,RB,Germany,Borussia Dortmund,GER 1
Lucas Lima,Non-Inform,75,100.0,10000.0,Defender,LB,Brazil,FC Nantes,FRA 1
Lucas Lima,Non-Inform,75,100.0,10000.0,Defender,LB,Brazil,FC Nantes,FRA 1
Lucas Lima,Non-Inform,75,100.0,10000.0,Defender,LB,Brazil,FC Nantes,FRA 1
Gunn,Non-Inform,76,80.0,400.0,Goalkeeper,GK,England,Southampton,ENG 1
Cornet,Non-Inform,76,100.0,700.0,Forward,RW,Ivory Coast,Olympique Lyonnais,FRA 1
Herrera,Non-Inform,76,21.62,400.0,Goalkeeper,GK,Argentina,Talleres de Córdoba,ARG 1
Di Francesco,Non-Inform,76,80.0,400.0,Forward,LW,Italy,Spal,ITA 1
Benítez,Non-Inform,76,192.38,1010.0,Midfielder,CAM,Argentina,Independiente,ARG 1
Duarte,Non-Inform,76,69.57,400.0,Defender,CB,Costa Rica,Levante UD,ESP 1
Mancuello,Non-Inform,76,88.89,400.0,Midfielder,CAM,Argentina,Toluca,MEX 1
Uribe,Non-Inform,76,59.26,400.0,Midfielder,CM,Colombia,FC Porto,POR 1
Hendrix,Non-Inform,76,80.0,400.0,Midfielder,CDM,Netherlands,PSV,NED 1
Yedlin,Non-Inform,76,77.68,2175.0,Defender,RB,United States,Newcastle United,ENG 1
Masuaku,Non-Inform,76,120.33,1083.0,Defender,LB,DR Congo,West Ham United,ENG 1
Augustinsson,Non-Inform,76,61.86,433.0,Defender,LB,Sweden,Werder Bremen,GER 1
Khedira,Non-Inform,76,61.19,413.0,Defender,CB,Germany,FC Augsburg,GER 1
Kohr,Non-Inform,76,90.44,407.0,Midfielder,CDM,Germany,Eintracht Frankfurt,GER 1
Ricardo Esgaio,Non-Inform,76,89.75,718.0,Defender,RB,Portugal,Braga,POR 1
Aguerre,Non-Inform,76,69.57,400.0,Goalkeeper,GK,Argentina,Newell's Old Boys,ARG 1
Otávio,Non-Inform,76,100.0,400.0,Midfielder,CDM,Brazil,Girondins de Bordeaux,FRA 1
Locatelli,Non-Inform,76,48.48,400.0,Midfielder,CDM,Italy,Sassuolo,ITA 1
Embolo,Non-Inform,76,69.57,400.0,Forward,ST,Switzerland,Borussia M.gladbach,GER 1
Castagne,Non-Inform,76,100.86,706.0,Midfielder,LM,Belgium,Atalanta,ITA 1
Nakamba,Non-Inform,76,107.14,750.0,Midfielder,CDM,Zimbabwe,Aston Villa,ENG 1
Acosta,Non-Inform,76,1234.48,8950.0,Midfielder,CAM,Argentina,D.C. United,USA 1
Valencia,Non-Inform,76,146.43,1025.0,Forward,ST,Ecuador,Tigres U.A.N.L.,MEX 1
Jaume,Non-Inform,76,66.67,400.0,Goalkeeper,GK,Spain,Valencia CF,ESP 1
Romero,Non-Inform,76,88.89,400.0,Midfielder,RM,Paraguay,San Lorenzo de Almagro,ARG 1
Ndiaye,Non-Inform,76,421.43,2950.0,Midfielder,CM,Senegal,Stoke City,ENG 2
Waldschmidt,Non-Inform,76,173.68,825.0,Forward,CF,Germany,SC Freiburg,GER 1
Živković,Non-Inform,76,57.14,400.0,Midfielder,RM,Serbia,SL Benfica,POR 1
Gigot,Non-Inform,76,55.33,415.0,Defender,CB,France,Spartak Moskva,RUS 1
Türüç,Non-Inform,76,23.53,400.0,Midfielder,RM,Turkey,Fenerbahçe,TUR 1
Guilherme,Non-Inform,76,76.19,400.0,Midfielder,CDM,Brazil,Olympiacos CFP,GRE 1
Toney,Inform,76,332.86,34950.0,Forward,ST,England,Peterborough United,ENG 3
Fernández,Non-Inform,76,66.67,400.0,Defender,CB,Argentina,Newcastle United,ENG 1
Raúl Navas,Non-Inform,76,59.71,418.0,Defender,CB,Spain,CA Osasuna,ESP 1
Taïder,Non-Inform,76,100.0,400.0,Midfielder,CM,Algeria,Montreal Impact,USA 1
Gabbiadini,Non-Inform,76,64.29,450.0,Forward,ST,Italy,Sampdoria,ITA 1
Höger,Non-Inform,76,88.89,400.0,Midfielder,CDM,Germany,1. FC Köln,GER 1
Héldon,Non-Inform,76,94.12,400.0,Midfielder,RM,Cape Verde Islands,Al Taawoun,SAU 1
Ortíz,Non-Inform,76,100.0,400.0,Midfielder,CDM,Paraguay,Monterrey,MEX 1
Boyata,Non-Inform,76,100.0,700.0,Defender,CB,Belgium,Hertha BSC,GER 1
Ibarra,Non-Inform,76,117.86,825.0,Midfielder,RM,Ecuador,América,MEX 1
Knockaert,Non-Inform,76,41.0,410.0,Forward,RW,France,Fulham,ENG 2
Locadia,Non-Inform,76,882.61,10000.0,Forward,ST,Netherlands,Brighton and Hove Albion,ENG 1
Bořil,Non-Inform,76,51.61,400.0,Defender,LB,Czech Republic,Slavia Praha,CSK 1
Monconduit,Non-Inform,76,82.2,411.0,Midfielder,CDM,France,Amiens SC,FRA 1
Elyounoussi,Non-Inform,76,80.0,400.0,Midfielder,LM,Norway,Celtic,SCO 1
Aleix Vidal,Non-Inform,76,129.79,1233.0,Defender,RB,Spain,Deportivo Alavés,ESP 1
Widmer,Non-Inform,76,64.0,400.0,Defender,RB,Switzerland,FC Basel,CHE 1
Onazi,Non-Inform,76,468.6,2343.0,Midfielder,CDM,Nigeria,Trabzonspor,TUR 1
Klaus,Non-Inform,76,59.87,464.0,Forward,RW,Germany,VfL Wolfsburg,GER 1
Brady,Non-Inform,76,72.3,488.0,Midfielder,LM,Republic of Ireland,Burnley,ENG 1
Rusnák,Non-Inform,76,101.25,405.0,Midfielder,CAM,Slovakia,Real Salt Lake,USA 1
Steffen,Non-Inform,76,56.61,467.0,Forward,RW,Switzerland,VfL Wolfsburg,GER 1
Paulo Oliveira,Non-Inform,76,56.25,450.0,Defender,CB,Portugal,SD Eibar,ESP 1
Taylor,Non-Inform,76,56.25,450.0,Defender,LB,England,Burnley,ENG 1
Szymanowski,Non-Inform,76,257.0,1542.0,Midfielder,LM,Argentina,CD Leganés,ESP 1
Córdoba,Non-Inform,76,100.0,700.0,Forward,ST,Colombia,1. FC Köln,GER 1
Garry Rodrigues,Non-Inform,76,76.19,400.0,Midfielder,LM,Cape Verde Islands,Fenerbahçe,TUR 1
Mena,Non-Inform,76,141.94,1100.0,Defender,LB,Chile,Racing Club de Avellaneda,ARG 1
Siovas,Non-Inform,76,65.38,425.0,Defender,CB,Greece,CD Leganés,ESP 1
Engels,Non-Inform,76,80.0,440.0,Defender,CB,Belgium,Aston Villa,ENG 1
Embarba,Non-Inform,76,444.83,5338.0,Midfielder,RM,Spain,Rayo Vallecano,ESP 2
Didillon,Non-Inform,76,214.81,1450.0,Goalkeeper,GK,France,Anderlecht,BEL 1
Mena,Non-Inform,76,78.29,411.0,Forward,RW,Ecuador,León,MEX 1
Defoe,Non-Inform,76,100.0,700.0,Forward,ST,England,Rangers,SCO 1
Dátolo,Non-Inform,76,57.14,400.0,Midfielder,CM,Argentina,Banfield,ARG 1
Turan,Non-Inform,76,244.44,2200.0,Midfielder,LM,Turkey,Medipol Başakşehir,TUR 1
Klavan,Non-Inform,76,57.14,400.0,Defender,CB,Estonia,Cagliari,ITA 1
Ponzio,Non-Inform,76,84.21,400.0,Midfielder,CDM,Argentina,Nunez,ARG 1
Gomes,Non-Inform,76,635.56,5720.0,Goalkeeper,GK,Brazil,Watford,ENG 1
Džemaili,Non-Inform,76,418.57,2930.0,Midfielder,CM,Switzerland,Bologna,ITA 1
Kaldırım,Non-Inform,76,51.43,540.0,Defender,LB,Turkey,Fenerbahçe,TUR 1
Briand,Non-Inform,76,61.54,400.0,Forward,ST,France,Girondins de Bordeaux,FRA 1
Hutchinson,Non-Inform,76,72.73,400.0,Midfielder,CDM,Canada,Besiktas,TUR 1
Schweinsteiger,Non-Inform,76,7321.43,51250.0,Defender,CB,Germany,Chicago Fire,USA 1
Jagielka,Non-Inform,76,552.43,3867.0,Defender,CB,England,Sheffield United,ENG 1
Kırıntılı,Non-Inform,76,84.21,400.0,Goalkeeper,GK,Turkey,Atiker Konyaspor,TUR 1
Bocchetti,Non-Inform,76,64.15,417.0,Defender,CB,Italy,Hellas Verona,ITA 1
Camarasa,Non-Inform,76,1109.09,6100.0,Midfielder,CM,Spain,Crystal Palace,ENG 1
Vermeer,Non-Inform,76,1033.33,4650.0,Goalkeeper,GK,Netherlands,Feyenoord,NED 1
Higuaín,Non-Inform,76,440.67,1983.0,Midfielder,CAM,Argentina,Columbus Crew SC,USA 1
Diamanti,Non-Inform,76,48.48,400.0,Midfielder,CAM,Italy,Western United FC,AUS 1
Orozco,Non-Inform,76,103.5,414.0,Goalkeeper,GK,Mexico,Santos Laguna,MEX 1
Sessègnon,Non-Inform,76,88.89,400.0,Midfielder,CAM,Benin,Gençlerbirligi,TUR 1
El Ahmadi,Non-Inform,76,50.0,400.0,Midfielder,CDM,Morocco,Al Ittihad,SAU 1
Mossoró,Non-Inform,76,120.0,480.0,Midfielder,CAM,Brazil,Göztepe,TUR 1
Fellaini,Non-Inform,76,100.0,700.0,Midfielder,CM,Belgium,Shandong Luneng Taishan,CHN 1
Ayew,Non-Inform,76,88.89,400.0,Midfielder,RM,Ghana,Swansea City,ENG 2
Altidore,Non-Inform,76,100.0,700.0,Forward,ST,United States,Toronto FC,USA 1
Reid,Non-Inform,76,255.5,1533.0,Defender,CB,New Zealand,West Ham United,ENG 1
Toivonen,Non-Inform,76,106.25,425.0,Forward,ST,Sweden,Melbourne Victory,AUS 1
Pablo Santos,Non-Inform,76,1841.33,8286.0,Defender,CB,Brazil,Braga,POR 1
Álvarez,Non-Inform,76,33.33,400.0,Defender,CB,Mexico,Ajax,NED 1
N'Dicka,Non-Inform,76,58.67,440.0,Defender,CB,France,Eintracht Frankfurt,GER 1
Kean,Non-Inform,76,97.6,488.0,Forward,ST,Italy,Everton,ENG 1
Dolberg,Non-Inform,76,100.0,6167.0,Forward,ST,Denmark,Ajax,NED 1
Álex Remiro,Non-Inform,76,72.73,400.0,Goalkeeper,GK,Spain,Real Sociedad,ESP 1
Díaz,Non-Inform,76,57.14,400.0,Goalkeeper,GK,Argentina,Buenos Aires,ARG 1
Rubén Duarte,Non-Inform,76,54.75,438.0,Defender,LB,Spain,Deportivo Alavés,ESP 1
Holding,Non-Inform,76,100.0,600.0,Defender,CB,England,Arsenal,ENG 1
Pedraza,Non-Inform,76,91.07,683.0,Midfielder,LM,Spain,Real Betis Balompié,ESP 1
Guilbert,Non-Inform,76,44.44,400.0,Defender,RB,France,Aston Villa,ENG 1
Aliendro,Non-Inform,76,16.67,400.0,Midfielder,CDM,Argentina,Colón,ARG 1
Aleñá,Non-Inform,76,88.4,663.0,Midfielder,CM,Spain,FC Barcelona,ESP 1
Adams,Non-Inform,76,40.0,400.0,Midfielder,CDM,United States,RB Leipzig,GER 1
Caio,Non-Inform,76,1200.0,6600.0,Midfielder,LM,Brazil,SL Benfica,POR 1
Shibasaki,Non-Inform,76,100.0,400.0,Midfielder,CAM,Japan,RC Deportivo,ESP 2
Hernández,Non-Inform,76,85.05,4550.0,Defender,LB,France,Milan,ITA 1
Ascacíbar,Non-Inform,76,730.43,4200.0,Midfielder,CDM,Argentina,VfB Stuttgart,GER 2
McKennie,Non-Inform,76,88.75,710.0,Midfielder,CM,United States,FC Schalke 04,GER 1
Haidara,Non-Inform,76,105.26,500.0,Midfielder,CM,Mali,RB Leipzig,GER 1
Mac Allister,Non-Inform,76,98.15,638.0,Midfielder,CAM,Argentina,Buenos Aires,ARG 1
Franco,Non-Inform,76,105.85,688.0,Defender,CB,Argentina,Independiente,ARG 1
Milenković,Non-Inform,76,60.71,425.0,Defender,CB,Serbia,Fiorentina,ITA 1
Maier,Non-Inform,76,81.2,406.0,Midfielder,CM,Germany,Hertha BSC,GER 1
Foden,Non-Inform,76,138.71,971.0,Midfielder,CAM,England,Manchester City,ENG 1
Davidson,Non-Inform,76,413.33,2170.0,Midfielder,LM,Brazil,Vitória Guimarães,POR 1
Terrier,Non-Inform,76,78.57,550.0,Forward,LW,France,Olympique Lyonnais,FRA 1
Xeka,Non-Inform,76,80.0,400.0,Midfielder,CDM,Portugal,LOSC Lille,FRA 1
Danjuma Groeneveld,Non-Inform,76,90.0,540.0,Midfielder,LM,Netherlands,Bournemouth,ENG 1
João Pedro,Non-Inform,76,66.67,400.0,Forward,CF,Brazil,Cagliari,ITA 1
Tekin,Non-Inform,76,61.54,400.0,Goalkeeper,GK,Turkey,Fenerbahçe,TUR 1
Clasie,Non-Inform,76,88.89,400.0,Midfielder,CM,Netherlands,AZ,NED 1
Al Mosailem,TOTWMoments,76,566.49,53250.0,Goalkeeper,GK,Saudi Arabia,Al Ahli,SAU 1
Cardona,Non-Inform,76,100.0,700.0,Midfielder,CAM,Colombia,Club Tijuana,MEX 1
Castagne,ChampionsLeagueRare,76,8.77,731.0,Midfielder,LM,Belgium,Atalanta,ITA 1
Gosens,ChampionsLeagueRare,76,8.57,720.0,Midfielder,LM,Germany,Atalanta,ITA 1
Krul,Non-Inform,76,32.76,400.0,Goalkeeper,GK,Netherlands,Norwich City,ENG 1
Rajkovic,Non-Inform,76,29.7,400.0,Goalkeeper,GK,Serbia,Stade de Reims,FRA 1
Gabriel,Non-Inform,76,59.0,413.0,Defender,CB,Brazil,LOSC Lille,FRA 1
Larsonneur,Non-Inform,76,68.69,700.0,Goalkeeper,GK,France,Stade Brestois 29,FRA 1
Merquelanz,MOTM,76,305.85,28750.0,Midfielder,LM,Spain,CD Mirandes,ESP 2
Budimir,Non-Inform,76,104.1,711.0,Forward,ST,Croatia,RCD Mallorca,ESP 1
Engin,Inform,76,567.29,54500.0,Midfielder,LM,Germany,MSV Duisburg,GER 3
Cárdenas,MOTM,76,310.79,29214.0,Goalkeeper,GK,Mexico,Monterrey,MEX 1
Ferreira,LibertadoresMOTM,76,311.17,29250.0,Forward,ST,Paraguay,Libertad,CON1
Smith,Inform,76,297.87,28000.0,Forward,ST,England,Millwall,ENG 2
Vergara,Inform,76,577.06,54786.0,Forward,LW,Colombia,América de Cali,COL 1
Garmash,Non-Inform,76,121.95,539.0,Midfielder,CAM,Ukraine,Çaykur Rizespor,TUR 1
Schick,ChampionsLeagueCommon,76,41.48,533.0,Forward,ST,Czech Republic,RB Leipzig,GER 1
Ndiaye,Non-Inform,76,94.58,786.0,Midfielder,CM,Senegal,Trabzonspor,TUR 1
Guzmán,Non-Inform,76,776.7,4000.0,Midfielder,CM,Mexico,Guadalajara,MEX 1
Ascacíbar,Non-Inform,76,96.56,421.0,Midfielder,CDM,Argentina,Hertha BSC,GER 1
Grbic,Inform,76,423.17,39778.0,Forward,ST,Austria,Clermont Foot,FRA 2
Augustin,Non-Inform,76,390.84,3029.0,Forward,ST,France,Leeds United,ENG 2
Foden,ChampionsLeagueRare,76,14.34,1233.0,Midfielder,CAM,England,Manchester City,ENG 1
Rodrygo,ChampionsLeagueCommon,76,8.89,750.0,Forward,LW,Brazil,Real Madrid,ESP 1
Lookman,ChampionsLeagueCommon,76,6.7,556.0,Midfielder,RM,England,RB Leipzig,GER 1
Cornet,ChampionsLeagueRare,76,9.18,783.0,Forward,RW,Ivory Coast,Olympique Lyonnais,FRA 1
Boril,ChampionsLeagueCommon,76,5.28,425.0,Defender,LB,Czech Republic,Slavia Praha,CSK 1
Kangin Lee,ChampionsLeagueCommon,76,6.45,555.0,Midfielder,CAM,Korea Republic,Valencia CF,ESP 1
Rúben Semedo,ChampionsLeagueCommon,76,5.0,435.0,Defender,CB,Portugal,Olympiacos CFP,GRE 1
Rodić,Inform,76,433.67,42500.0,Forward,RW,Montenegro,Hammarby IF,SWE 1
Bongonda,ChampionsLeagueCommon,76,5.02,427.0,Midfielder,LM,Belgium,RC Genk,BEL 1
Mvogo,ChampionsLeagueCommon,76,5.9,492.0,Goalkeeper,GK,Switzerland,RB Leipzig,GER 1
Živković,ChampionsLeagueCommon,76,5.15,438.0,Midfielder,RM,Serbia,SL Benfica,POR 1
Haidara,ChampionsLeagueCommon,76,6.93,587.0,Midfielder,CM,Mali,RB Leipzig,GER 1
Guzmán,Inform,76,693.33,69333.0,Midfielder,CAM,Colombia,Envigado,COL 1
Fosu,Inform,76,565.22,65000.0,Midfielder,LM,England,Oxford United,ENG 3
Locadia,Non-Inform,76,448.44,2018.0,Forward,ST,Netherlands,TSG 1899 Hoffenheim,GER 1
Adams,ChampionsLeagueCommon,76,6.0,506.0,Midfielder,CDM,United States,RB Leipzig,GER 1
Çelik,ChampionsLeagueCommon,76,4.98,417.0,Defender,RB,Turkey,LOSC Lille,FRA 1
Florentino,ChampionsLeagueCommon,76,5.21,425.0,Midfielder,CDM,Portugal,SL Benfica,POR 1
Donk,ChampionsLeagueRare,76,8.53,705.0,Midfielder,CDM,Netherlands,Galatasaray,TUR 1
Jaume,ChampionsLeagueCommon,76,5.82,464.0,Goalkeeper,GK,Spain,Valencia CF,ESP 1
Kverkvelia,ChampionsLeagueRare,76,8.64,700.0,Defender,CB,Georgia,Lokomotiv Moskva,RUS 1
Adrián,ChampionsLeagueCommon,76,8.04,686.0,Goalkeeper,GK,Spain,Liverpool,ENG 1
Schmelzer,ChampionsLeagueCommon,76,8.4,700.0,Defender,LB,Germany,Borussia Dortmund,GER 1
Álvarez,ChampionsLeagueCommon,76,4.69,400.0,Defender,CB,Mexico,Ajax,NED 1
Gollini,ChampionsLeagueCommon,76,6.13,511.0,Goalkeeper,GK,Italy,Atalanta,ITA 1
Aleñá,ChampionsLeagueCommon,76,8.75,700.0,Midfielder,CM,Spain,FC Barcelona,ESP 1
Guilherme,ChampionsLeagueCommon,76,4.9,407.0,Midfielder,CDM,Brazil,Olympiacos CFP,GRE 1
Terrier,ChampionsLeagueCommon,76,61.17,5138.0,Forward,LW,France,Olympique Lyonnais,FRA 1
Amissi,Inform,76,379.43,36000.0,Midfielder,CAM,Burundi,Al Taawoun,SAU 1
Lundstram,Inform,76,395.67,39250.0,Midfielder,CM,England,Sheffield United,ENG 1
Inglese,Non-Inform,76,66.67,400.0,Forward,ST,Italy,Parma,ITA 1
Kiko Olivas,Non-Inform,76,59.57,417.0,Defender,CB,Spain,Real Valladolid,ESP 1
Iturraspe,Non-Inform,76,112.18,617.0,Midfielder,CM,Spain,RCD Espanyol,ESP 1
McCarthy,Non-Inform,76,87.8,439.0,Goalkeeper,GK,England,Southampton,ENG 1
Berisha,Non-Inform,76,100.0,400.0,Goalkeeper,GK,Albania,Spal,ITA 1
Miguel Lopes,Non-Inform,76,47.06,400.0,Defender,RB,Portugal,Kayserispor,TUR 1
Schmelzer,Non-Inform,76,47.06,400.0,Defender,LB,Germany,Borussia Dortmund,GER 1
Acosta,Non-Inform,76,295.2,2214.0,Forward,LW,Argentina,Lanús,ARG 1
Diogo Viana,Non-Inform,76,63.14,442.0,Defender,RB,Portugal,Braga,POR 1
Villanueva,Non-Inform,76,494.5,2967.0,Midfielder,CAM,Chile,Al Ittihad,SAU 1
Kouyaté,Non-Inform,76,100.86,706.0,Midfielder,CDM,Senegal,Crystal Palace,ENG 1
El Kaddouri,Non-Inform,76,88.89,400.0,Midfielder,CAM,Morocco,PAOK FC,GRE 1
Rochina,Non-Inform,76,82.8,414.0,Midfielder,CM,Spain,Levante UD,ESP 1
Gebre Selassie,Non-Inform,76,57.14,400.0,Defender,RB,Czech Republic,Werder Bremen,GER 1
Skorupski,Non-Inform,76,104.75,419.0,Goalkeeper,GK,Poland,Bologna,ITA 1
Radovanović,Non-Inform,76,55.17,400.0,Midfielder,CDM,Serbia,Genoa,ITA 1
Pedraza,Non-Inform,76,60.87,406.0,Defender,LB,Spain,Villarreal CF,ESP 1
Portillo,Non-Inform,76,43.24,400.0,Midfielder,RM,Spain,Getafe CF,ESP 1
Aitor,Non-Inform,76,45.71,400.0,Goalkeeper,GK,Spain,Levante UD,ESP 1
Viergever,Non-Inform,76,36.09,415.0,Defender,CB,Netherlands,PSV,NED 1
Schürrle,Non-Inform,76,483.33,2900.0,Forward,LW,Germany,Spartak Moskva,RUS 1
Jajalo,Non-Inform,76,57.1,414.0,Midfielder,CM,Bosnia Herzegovina,Udinese,ITA 1
Hamouma,Non-Inform,76,39.13,450.0,Midfielder,RM,France,AS Saint-Étienne,FRA 1
Júnior Caiçara,Non-Inform,76,44.44,400.0,Defender,RB,Brazil,Medipol Başakşehir,TUR 1
Padt,Non-Inform,76,100.0,700.0,Goalkeeper,GK,Netherlands,FC Groningen,NED 1
Araújo,Non-Inform,76,55.61,431.0,Defender,CB,Mexico,RC Celta de Vigo,ESP 1
Cardona,Non-Inform,76,140.43,983.0,Midfielder,CAM,Colombia,Pachuca,MEX 1
Chichizola,Non-Inform,76,67.83,407.0,Goalkeeper,GK,Argentina,Getafe CF,ESP 1
Reyes,Non-Inform,76,72.73,400.0,Defender,CB,Mexico,Tigres U.A.N.L.,MEX 1
Oriol Romeu,Non-Inform,76,92.67,417.0,Midfielder,CDM,Spain,Southampton,ENG 1
Cresswell,Non-Inform,76,52.94,450.0,Defender,LB,England,West Ham United,ENG 1
Cleverley,Non-Inform,76,88.89,400.0,Midfielder,CM,England,Watford,ENG 1
Kiko Femenía,Non-Inform,76,51.52,425.0,Defender,RB,Spain,Watford,ENG 1
Pablo Hernández,Non-Inform,76,33.92,407.0,Midfielder,RM,Spain,Leeds United,ENG 2
Dessers,Inform,76,312.96,29750.0,Forward,ST,Belgium,Heracles Almelo,NED 1
Lang,Inform,76,302.66,31667.0,Forward,RW,Netherlands,Ajax,NED 1
Gigliotti,Non-Inform,76,69.57,400.0,Forward,ST,Argentina,León,MEX 1
Camarasa,Non-Inform,76,61.54,400.0,Midfielder,CM,Spain,Real Betis Balompié,ESP 1
Mahoney,Inform,76,395.1,37167.0,Midfielder,RM,England,Millwall,ENG 2
Furuhashi,Inform,76,406.92,38438.0,Forward,LW,Japan,Vissel Kobe,JPN 1
Lindegaard,Inform,76,419.04,39411.0,Goalkeeper,GK,Denmark,Helsingborgs IF,SWE 1
Anton,Non-Inform,76,66.89,400.0,Midfielder,CDM,Germany,VfB Stuttgart,GER 2
Leitner,Hero,76,175.26,24536.0,Goalkeeper,GK,Austria,Admira Wacker,AUT 1
Schuppan,Hero,76,100.0,14000.0,Defender,CB,Germany,Würzburger Kickers,GER 3
Skjelbred,Non-Inform,76,77.37,400.0,Midfielder,CDM,Norway,Rosenborg BK,NOR 1
Toivonen,Non-Inform,76,80.0,400.0,Forward,ST,Sweden,Malmö FF,SWE 1
Schürrle,Non-Inform,76,200.0,1500.0,Forward,LW,Germany,Borussia Dortmund,GER 1
Lunin,Non-Inform,76,62.7,400.0,Goalkeeper,GK,Ukraine,Real Madrid,ESP 1
Roncaglia,Non-Inform,76,39.02,400.0,Defender,CB,Argentina,CA Osasuna,ESP 1
Terodde,Non-Inform,76,86.6,433.0,Forward,ST,Germany,1. FC Köln,GER 1
Moralez,Non-Inform,76,88.89,400.0,Midfielder,CAM,Argentina,New York City FC,USA 1
Jørgensen,Non-Inform,76,127.27,700.0,Defender,CB,Denmark,Fenerbahçe,TUR 1
Choupo-Moting,Non-Inform,76,91.6,458.0,Forward,ST,Cameroon,Paris Saint-Germain,FRA 1
Albrighton,Non-Inform,76,70.0,490.0,Midfielder,RM,England,Leicester City,ENG 1
Rosales,Non-Inform,76,48.48,400.0,Defender,RB,Venezuela,CD Leganés,ESP 1
Beto,Non-Inform,76,100.84,958.0,Goalkeeper,GK,Portugal,Göztepe,TUR 1
Stephens,Non-Inform,76,92.0,460.0,Midfielder,CM,England,Brighton and Hove Albion,ENG 1
Dočkal,Non-Inform,76,102.0,408.0,Midfielder,CAM,Czech Republic,Sparta Praha,CSK 1
Cathcart,Non-Inform,76,81.22,467.0,Defender,CB,Northern Ireland,Watford,ENG 1
Ki Sung Yueng,Non-Inform,76,440.0,2200.0,Midfielder,CM,Korea Republic,Newcastle United,ENG 1
Ekdal,Non-Inform,76,51.61,400.0,Midfielder,CM,Sweden,Sampdoria,ITA 1
Chygrynskyi,Non-Inform,76,72.73,400.0,Defender,CB,Ukraine,AEK Athens,GRE 1
Matheus Pereira,Non-Inform,76,48.48,400.0,Midfielder,RM,Brazil,West Bromwich Albion,ENG 2
Edu Expósito,Non-Inform,76,100.0,400.0,Midfielder,CM,Spain,SD Eibar,ESP 1
Kamano,Non-Inform,76,110.55,608.0,Forward,LW,Guinea,Girondins de Bordeaux,FRA 1
Luiz Phellype,Non-Inform,76,69.57,400.0,Forward,ST,Brazil,Sporting CP,POR 1
Pere Pons,Non-Inform,76,64.96,406.0,Midfielder,CM,Spain,Deportivo Alavés,ESP 1
Blake,Non-Inform,76,12.5,400.0,Goalkeeper,GK,Jamaica,Philadelphia Union,USA 1
Gonçalo Paciência,Non-Inform,76,47.67,429.0,Forward,ST,Portugal,Eintracht Frankfurt,GER 1
Rúben Semedo,Non-Inform,76,53.33,400.0,Defender,CB,Portugal,Olympiacos CFP,GRE 1
Bongonda,Non-Inform,76,81.0,405.0,Midfielder,LM,Belgium,RC Genk,BEL 1
Sequeira,Non-Inform,76,44.44,400.0,Defender,LB,Portugal,Braga,POR 1
Pussetto,Non-Inform,76,1236.6,6183.0,Forward,ST,Argentina,Udinese,ITA 1
Izquierdo,Non-Inform,76,86.0,430.0,Forward,LW,Colombia,Brighton and Hove Albion,ENG 1
Briançon,Non-Inform,76,57.14,400.0,Defender,CB,France,Nîmes Olympique,FRA 1
Cervi,Non-Inform,76,93.33,700.0,Midfielder,LM,Argentina,SL Benfica,POR 1
Gosens,Non-Inform,76,94.4,708.0,Midfielder,LM,Germany,Atalanta,ITA 1
Çelik,Non-Inform,76,46.78,421.0,Defender,RB,Turkey,LOSC Lille,FRA 1
Wallace,Non-Inform,76,92.75,742.0,Defender,CB,Brazil,Braga,POR 1
Gómez Andrade,Non-Inform,76,579.12,4633.0,Defender,CB,Colombia,Unión Santa Fe,ARG 1
Bustinza,Non-Inform,76,40.0,400.0,Defender,CB,Spain,CD Leganés,ESP 1
Ćaleta-Car,Non-Inform,76,72.73,400.0,Defender,CB,Croatia,Olympique de Marseille,FRA 1
Kahveci,Non-Inform,76,55.17,400.0,Midfielder,CM,Turkey,Medipol Başakşehir,TUR 1
Mandragora,Non-Inform,76,66.67,400.0,Midfielder,CM,Italy,Udinese,ITA 1
Augustin,Non-Inform,76,1000.0,5500.0,Forward,ST,France,AS Monaco,FRA 1
Anton,Non-Inform,76,318.3,3183.0,Defender,CB,Germany,Hannover 96,GER 2
Mancini,Non-Inform,76,59.14,414.0,Defender,CB,Italy,Roma,ITA 1
Toni Villa,Non-Inform,76,62.62,407.0,Midfielder,LM,Spain,Real Valladolid,ESP 1
Eduardo Henrique,Non-Inform,76,80.0,400.0,Midfielder,CM,Brazil,Sporting CP,POR 1
Barboza,Non-Inform,76,121.53,1033.0,Defender,CB,Argentina,Independiente,ARG 1
Gollini,Non-Inform,76,80.0,400.0,Goalkeeper,GK,Italy,Atalanta,ITA 1
Fernandinho,Non-Inform,76,76.19,400.0,Midfielder,CAM,Brazil,Hebei China Fortune,CHN 1
Schindler,Non-Inform,76,42.11,400.0,Defender,CB,Germany,Huddersfield Town,ENG 2
Denswil,Non-Inform,76,58.06,450.0,Defender,CB,Netherlands,Bologna,ITA 1
Juan Jesus,Non-Inform,76,91.25,730.0,Defender,CB,Brazil,Roma,ITA 1
