Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Higuaín,76,CAM,Midfielder,3,4,34,173,75,MED/MED,Right,Non-Inform,Argentina,Columbus Crew SC,USA 1,1952,1342.26,1200.0,1983.0,56,63.0,51.0,71,76.0,68.0,75.0,75.0,71.0,68.0,78,81.0,75.0,78.0,78.0,75.0,81.0,74,69.0,72.0,79.0,77.0,72.0,77.0,49,43.0,62.0,52.0,47.0,40.0,61,64.0,56.0,62.0,65.0
Basta,76,RB,Defender,3,3,35,183,72,HIGH/HIGH,Right,Non-Inform,Serbia,Lazio,ITA 1,2045,,,,69,70.0,69.0,66,66.0,58.0,77.0,75.0,64.0,55.0,70,56.0,73.0,66.0,76.0,74.0,72.0,74,68.0,67.0,75.0,77.0,74.0,75.0,76,82.0,72.0,74.0,75.0,73.0,70,69.0,74.0,67.0,72.0
Diamanti,76,CAM,Midfielder,4,2,36,180,75,HIGH/MED,Left,Non-Inform,Italy,Western United FC,AUS 1,1892,478.42,420.0,400.0,64,65.0,64.0,70,76.0,60.0,81.0,78.0,74.0,77.0,78,77.0,77.0,82.0,79.0,74.0,77.0,78,74.0,69.0,64.0,82.0,80.0,74.0,33,30.0,54.0,32.0,32.0,28.0,60,49.0,63.0,60.0,60.0
Orozco,76,GK,Goalkeeper,1,3,33,184,81,MED/MED,Right,Non-Inform,Mexico,Santos Laguna,MEX 1,1135,466.4,414.0,414.0,76,59.0,60.0,71,13.0,14.0,62.0,12.0,14.0,24.0,82,70.0,12.0,14.0,52.0,61.0,14.0,76,69.0,63.0,73.0,35.0,27.0,70.0,59,12.0,12.0,21.0,15.0,20.0,77,84.0,45.0,68.0,40.0
Sessègnon,76,CAM,Midfielder,4,3,35,172,72,MED/MED,Right,Non-Inform,Benin,Gençlerbirligi,TUR 1,2105,466.1,432.0,400.0,74,72.0,76.0,71,70.0,70.0,75.0,68.0,69.0,76.0,75,77.0,76.0,69.0,74.0,72.0,76.0,79,84.0,92.0,74.0,75.0,80.0,75.0,60,72.0,70.0,39.0,68.0,66.0,72,71.0,76.0,71.0,72.0
El Ahmadi,76,CDM,Midfielder,3,2,34,181,71,MED/MED,Right,Non-Inform,Morocco,Al Ittihad,SAU 1,2023,479.23,425.0,400.0,62,63.0,62.0,62,64.0,54.0,74.0,66.0,62.0,69.0,71,72.0,60.0,50.0,77.0,78.0,68.0,73,74.0,70.0,76.0,75.0,71.0,83.0,71,74.0,60.0,68.0,76.0,73.0,77,67.0,81.0,73.0,83.0
Mossoró,76,CAM,Midfielder,4,4,36,170,67,HIGH/MED,Right,Non-Inform,Brazil,Göztepe,TUR 1,1986,500.96,467.0,480.0,70,76.0,65.0,72,72.0,68.0,75.0,77.0,72.0,66.0,75,77.0,71.0,69.0,77.0,72.0,77.0,78,76.0,90.0,72.0,78.0,77.0,76.0,45,42.0,60.0,44.0,42.0,47.0,60,74.0,60.0,47.0,87.0
Fellaini,76,CM,Midfielder,3,3,31,194,85,MED/MED,Right,Non-Inform,Belgium,Shandong Luneng Taishan,CHN 1,2013,788.23,700.0,700.0,42,38.0,46.0,71,83.0,73.0,75.0,63.0,68.0,64.0,70,72.0,61.0,46.0,80.0,66.0,64.0,69,48.0,49.0,81.0,80.0,67.0,75.0,76,74.0,92.0,75.0,77.0,63.0,88,70.0,79.0,92.0,92.0
Ayew,76,RM,Midfielder,4,3,29,176,72,HIGH/MED,Left,Non-Inform,Ghana,Swansea City,ENG 2,2075,474.04,447.0,400.0,73,73.0,73.0,72,74.0,71.0,75.0,74.0,64.0,71.0,72,74.0,72.0,57.0,74.0,69.0,74.0,78,86.0,80.0,76.0,76.0,77.0,74.0,56,52.0,75.0,49.0,60.0,57.0,75,89.0,82.0,69.0,78.0
Altidore,76,ST,Forward,3,4,29,183,79,MED/LOW,Right,Non-Inform,United States,Toronto FC,USA 1,1842,794.38,700.0,700.0,70,67.0,72.0,76,77.0,77.0,81.0,68.0,70.0,75.0,61,68.0,46.0,73.0,67.0,50.0,68.0,69,64.0,57.0,69.0,71.0,70.0,68.0,32,32.0,75.0,22.0,34.0,17.0,81,68.0,64.0,92.0,80.0
Reid,76,CB,Defender,2,3,31,190,87,LOW/HIGH,Right,Non-Inform,New Zealand,West Ham United,ENG 1,1660,1033.23,850.0,1533.0,52,50.0,54.0,52,42.0,46.0,70.0,53.0,30.0,55.0,48,44.0,28.0,38.0,60.0,59.0,33.0,50,51.0,39.0,75.0,54.0,43.0,67.0,77,76.0,79.0,75.0,77.0,78.0,73,72.0,48.0,81.0,83.0
Toivonen,76,ST,Forward,3,4,33,192,78,MED/LOW,Right,Non-Inform,Sweden,Melbourne Victory,AUS 1,1941,463.14,415.5,425.0,50,50.0,50.0,77,83.0,79.0,75.0,76.0,74.0,71.0,75,76.0,72.0,79.0,77.0,72.0,76.0,73,64.0,60.0,74.0,76.0,74.0,82.0,41,45.0,78.0,31.0,37.0,39.0,73,56.0,70.0,79.0,66.0
Pablo Santos,76,CB,Defender,2,2,27,188,83,MED/HIGH,Left,Non-Inform,Brazil,Braga,POR 1,1616,1925.14,1336.5,8286.0,66,64.0,68.0,39,32.0,39.0,48.0,37.0,26.0,31.0,43,33.0,31.0,27.0,61.0,43.0,25.0,54,60.0,57.0,74.0,56.0,48.0,59.0,77,80.0,73.0,75.0,77.0,79.0,77,84.0,78.0,78.0,73.0
Álvarez,76,CB,Defender,2,4,21,185,73,MED/MED,Right,Non-Inform,Mexico,Ajax,NED 1,1934,727.02,650.0,400.0,70,71.0,70.0,53,55.0,50.0,67.0,40.0,63.0,65.0,66,63.0,64.0,40.0,74.0,74.0,40.0,68,74.0,66.0,73.0,71.0,64.0,71.0,75,75.0,77.0,75.0,75.0,76.0,75,73.0,73.0,75.0,80.0
N'Dicka,76,CB,Defender,2,3,20,192,80,MED/MED,Left,Non-Inform,France,Eintracht Frankfurt,GER 1,1738,724.76,700.0,440.0,68,69.0,68.0,44,56.0,35.0,64.0,49.0,28.0,33.0,59,61.0,47.0,30.0,70.0,66.0,23.0,61,54.0,51.0,74.0,67.0,58.0,68.0,76,74.0,78.0,77.0,75.0,73.0,74,72.0,67.0,78.0,73.0
Kean,76,ST,Forward,3,3,19,182,79,MED/MED,Right,Non-Inform,Italy,Everton,ENG 1,1765,651.14,625.0,488.0,81,80.0,82.0,72,78.0,77.0,72.0,60.0,70.0,65.0,50,51.0,42.0,43.0,59.0,38.0,66.0,77,74.0,78.0,72.0,78.0,77.0,72.0,30,21.0,72.0,27.0,28.0,16.0,68,75.0,72.0,75.0,45.0
Dolberg,76,ST,Forward,3,4,21,187,83,MED/LOW,Right,Non-Inform,Denmark,Ajax,NED 1,1826,6167.0,6167.0,6167.0,75,73.0,76.0,80,72.0,79.0,86.0,78.0,76.0,76.0,61,69.0,42.0,70.0,68.0,54.0,67.0,74,74.0,65.0,68.0,77.0,74.0,70.0,29,21.0,72.0,28.0,24.0,19.0,65,70.0,70.0,76.0,32.0
Álex Remiro,76,GK,Goalkeeper,1,3,24,191,83,MED/MED,Right,Non-Inform,Spain,Real Sociedad,ESP 1,900,504.99,467.0,400.0,78,40.0,46.0,72,11.0,13.0,59.0,11.0,15.0,24.0,78,28.0,12.0,17.0,29.0,25.0,14.0,77,69.0,40.0,69.0,17.0,19.0,55.0,42,20.0,13.0,14.0,17.0,18.0,74,61.0,42.0,68.0,34.0
Díaz,76,GK,Goalkeeper,1,2,33,186,86,MED/MED,Right,Non-Inform,Argentina,Buenos Aires,ARG 1,821,707.28,510.0,400.0,75,39.0,39.0,73,14.0,11.0,47.0,13.0,11.0,23.0,62,38.0,17.0,15.0,24.0,21.0,13.0,76,30.0,35.0,71.0,16.0,13.0,33.0,39,18.0,15.0,17.0,21.0,22.0,81,53.0,35.0,74.0,43.0
Rubén Duarte,76,LB,Defender,2,2,23,180,75,MED/MED,Left,Non-Inform,Spain,Deportivo Alavés,ESP 1,1817,703.47,690.0,438.0,68,69.0,68.0,36,54.0,28.0,51.0,33.0,34.0,40.0,65,37.0,76.0,62.0,77.0,65.0,60.0,67,65.0,67.0,73.0,73.0,64.0,64.0,77,74.0,75.0,78.0,79.0,80.0,70,61.0,70.0,70.0,70.0
Holding,76,CB,Defender,2,3,24,189,75,MED/HIGH,Right,Non-Inform,England,Arsenal,ENG 1,1710,702.46,654.0,600.0,60,58.0,61.0,34,40.0,30.0,48.0,27.0,27.0,38.0,59,57.0,52.0,30.0,72.0,61.0,33.0,65,58.0,67.0,70.0,67.0,62.0,79.0,77,77.0,75.0,77.0,78.0,76.0,73,77.0,65.0,76.0,72.0
Pedraza,76,LM,Midfielder,3,2,23,184,73,HIGH/MED,Left,Non-Inform,Spain,Real Betis Balompié,ESP 1,2038,730.29,683.0,683.0,83,81.0,84.0,71,69.0,72.0,78.0,69.0,59.0,64.0,71,66.0,78.0,57.0,73.0,70.0,68.0,75,72.0,63.0,71.0,77.0,78.0,65.0,69,68.0,64.0,72.0,67.0,69.0,73,63.0,78.0,71.0,72.0
Guilbert,76,RB,Defender,3,2,24,178,70,HIGH/MED,Right,Non-Inform,France,Aston Villa,ENG 1,1893,747.64,732.0,400.0,73,69.0,76.0,47,63.0,40.0,65.0,45.0,32.0,44.0,66,56.0,73.0,42.0,72.0,64.0,58.0,68,64.0,73.0,68.0,71.0,66.0,69.0,76,77.0,74.0,71.0,80.0,79.0,75,81.0,83.0,76.0,62.0
Aliendro,76,CDM,Midfielder,4,3,28,177,68,MED/MED,Right,Non-Inform,Argentina,Colón,ARG 1,2099,494.49,450.0,400.0,78,77.0,79.0,72,73.0,74.0,76.0,69.0,69.0,58.0,69,66.0,64.0,47.0,78.0,73.0,55.0,77,81.0,77.0,75.0,76.0,77.0,80.0,72,75.0,68.0,69.0,75.0,69.0,78,81.0,83.0,74.0,81.0
Aleñá,76,CM,Midfielder,4,3,21,180,73,HIGH/MED,Left,Non-Inform,Spain,FC Barcelona,ESP 1,1950,3823.76,4041.5,663.0,75,76.0,75.0,68,72.0,67.0,69.0,76.0,41.0,73.0,73,78.0,66.0,59.0,77.0,72.0,68.0,78,77.0,73.0,78.0,78.0,79.0,79.0,61,68.0,34.0,70.0,62.0,48.0,62,51.0,68.0,64.0,52.0
Adams,76,CDM,Midfielder,3,3,20,176,68,HIGH/HIGH,Right,Non-Inform,United States,RB Leipzig,GER 1,1939,612.1,591.5,400.0,76,78.0,74.0,48,65.0,48.0,51.0,46.0,33.0,51.0,67,71.0,52.0,42.0,77.0,72.0,52.0,73,79.0,84.0,77.0,71.0,70.0,75.0,73,74.0,65.0,74.0,76.0,69.0,75,83.0,86.0,68.0,76.0
Caio,76,LM,Midfielder,4,3,25,173,69,MED/MED,Right,Non-Inform,Brazil,SL Benfica,POR 1,1888,3086.3,2767.0,6600.0,83,85.0,82.0,72,75.0,75.0,74.0,64.0,68.0,72.0,70,70.0,73.0,62.0,70.0,65.0,76.0,79,86.0,88.0,74.0,75.0,80.0,74.0,30,32.0,62.0,20.0,29.0,24.0,55,64.0,67.0,48.0,54.0
Shibasaki,76,CAM,Midfielder,4,3,27,175,62,MED/MED,Right,Non-Inform,Japan,RC Deportivo,ESP 2,2024,474.86,427.0,400.0,68,69.0,68.0,68,69.0,70.0,64.0,68.0,61.0,71.0,75,78.0,68.0,67.0,79.0,78.0,59.0,76,76.0,76.0,78.0,76.0,75.0,75.0,68,74.0,56.0,61.0,73.0,72.0,64,67.0,73.0,58.0,65.0
Hernández,76,LB,Defender,3,3,21,184,82,HIGH/MED,Left,Non-Inform,France,Milan,ITA 1,1963,2969.61,2000.0,4550.0,92,90.0,93.0,57,58.0,50.0,75.0,56.0,62.0,41.0,65,47.0,75.0,64.0,76.0,52.0,63.0,73,75.0,61.0,66.0,70.0,78.0,65.0,70,69.0,72.0,60.0,76.0,79.0,76,62.0,74.0,79.0,75.0
Ascacíbar,76,CDM,Midfielder,2,3,22,168,70,MED/HIGH,Right,Non-Inform,Argentina,VfB Stuttgart,GER 2,1880,1698.3,1600.0,4200.0,70,74.0,66.0,46,31.0,36.0,53.0,64.0,47.0,48.0,61,60.0,51.0,41.0,70.0,67.0,47.0,66,79.0,88.0,74.0,63.0,62.0,65.0,77,83.0,47.0,80.0,80.0,78.0,76,83.0,92.0,61.0,90.0
McKennie,76,CM,Midfielder,3,3,21,185,84,MED/MED,Right,Non-Inform,United States,FC Schalke 04,GER 1,2058,848.94,733.0,710.0,68,67.0,69.0,64,75.0,59.0,73.0,68.0,49.0,58.0,69,75.0,57.0,55.0,76.0,69.0,56.0,74,67.0,69.0,78.0,76.0,74.0,68.0,76,74.0,82.0,75.0,76.0,73.0,83,92.0,83.0,83.0,82.0
Haidara,76,CM,Midfielder,4,2,21,175,68,MED/MED,Right,Non-Inform,Mali,RB Leipzig,GER 1,2055,656.41,647.0,500.0,73,74.0,72.0,70,74.0,68.0,75.0,74.0,61.0,62.0,74,76.0,68.0,62.0,77.0,73.0,75.0,76,77.0,74.0,77.0,76.0,76.0,80.0,65,71.0,50.0,61.0,70.0,66.0,69,76.0,82.0,64.0,64.0
Mac Allister,76,CAM,Midfielder,3,3,20,176,70,MED/MED,Right,Non-Inform,Argentina,Buenos Aires,ARG 1,1986,773.55,625.0,638.0,71,73.0,70.0,75,73.0,76.0,74.0,76.0,63.0,74.0,75,77.0,72.0,75.0,75.0,73.0,75.0,74,71.0,72.0,70.0,77.0,74.0,72.0,56,45.0,61.0,65.0,54.0,51.0,62,64.0,70.0,63.0,51.0
Schick,76,ST,Forward,4,2,23,186,73,MED/MED,Left,Non-Inform,Czech Republic,Roma,ITA 1,1876,,,,71,71.0,71.0,73,76.0,75.0,72.0,73.0,72.0,58.0,70,73.0,64.0,56.0,76.0,59.0,78.0,80,83.0,67.0,72.0,82.0,82.0,73.0,36,22.0,74.0,50.0,24.0,19.0,64,68.0,59.0,68.0,59.0
Franco,76,CB,Defender,2,2,22,183,77,MED/HIGH,Right,Non-Inform,Argentina,Independiente,ARG 1,1651,1141.63,800.0,688.0,65,67.0,63.0,34,38.0,28.0,50.0,28.0,35.0,42.0,50,43.0,38.0,35.0,67.0,45.0,31.0,57,41.0,65.0,73.0,67.0,51.0,63.0,76,75.0,75.0,74.0,80.0,71.0,77,73.0,79.0,77.0,77.0
Milenković,76,CB,Defender,2,3,21,195,90,MED/HIGH,Right,Non-Inform,Serbia,Fiorentina,ITA 1,1720,649.87,625.0,425.0,64,66.0,62.0,44,22.0,38.0,60.0,54.0,35.0,34.0,62,55.0,72.0,22.0,68.0,64.0,34.0,61,44.0,40.0,74.0,68.0,60.0,70.0,75,74.0,70.0,76.0,76.0,73.0,81,68.0,78.0,85.0,78.0
Maier,76,CM,Midfielder,3,3,20,186,82,MED/MED,Right,Non-Inform,Germany,Hertha BSC,GER 1,1865,577.31,525.0,406.0,67,67.0,67.0,57,66.0,54.0,64.0,62.0,39.0,38.0,72,75.0,64.0,44.0,81.0,77.0,49.0,75,68.0,73.0,75.0,78.0,74.0,74.0,68,71.0,32.0,75.0,73.0,63.0,70,56.0,77.0,75.0,54.0
Osorio,76,CB,Defender,2,2,25,189,84,MED/MED,Right,Non-Inform,Venezuela,FC Porto,POR 1,1570,,,,56,57.0,55.0,31,30.0,25.0,40.0,30.0,35.0,40.0,44,33.0,33.0,32.0,64.0,38.0,31.0,52,49.0,44.0,72.0,59.0,44.0,72.0,74,73.0,72.0,74.0,75.0,73.0,83,73.0,71.0,88.0,88.0
Foden,76,CAM,Midfielder,4,3,19,171,69,MED/MED,Left,Non-Inform,England,Manchester City,ENG 1,1906,1280.93,1100.0,971.0,74,77.0,72.0,64,69.0,66.0,70.0,61.0,48.0,48.0,74,76.0,68.0,57.0,80.0,74.0,68.0,79,87.0,89.0,69.0,79.0,77.0,78.0,55,58.0,47.0,56.0,58.0,47.0,55,49.0,72.0,44.0,62.0
Davidson,76,LM,Midfielder,4,3,28,177,63,MED/MED,Right,Non-Inform,Brazil,Vitória Guimarães,POR 1,1942,653.2,600.0,2170.0,76,75.0,77.0,72,74.0,73.0,81.0,65.0,62.0,71.0,70,72.0,70.0,69.0,72.0,63.0,70.0,78,77.0,73.0,76.0,77.0,80.0,68.0,41,32.0,60.0,40.0,40.0,41.0,69,69.0,85.0,60.0,70.0
Terrier,76,LW,Forward,4,3,22,184,73,MED/MED,Right,Non-Inform,France,Olympique Lyonnais,FRA 1,1906,819.99,656.5,550.0,82,82.0,82.0,76,79.0,78.0,77.0,74.0,66.0,62.0,73,76.0,69.0,55.0,77.0,69.0,74.0,75,74.0,66.0,75.0,77.0,75.0,78.0,34,27.0,60.0,34.0,31.0,34.0,64,66.0,68.0,66.0,55.0
Xeka,76,CDM,Midfielder,4,4,24,186,83,MED/MED,Right,Non-Inform,Portugal,LOSC Lille,FRA 1,1971,563.73,520.5,400.0,62,63.0,62.0,58,62.0,49.0,75.0,65.0,48.0,56.0,71,77.0,45.0,68.0,80.0,78.0,75.0,74,60.0,56.0,72.0,79.0,76.0,75.0,70,71.0,65.0,73.0,70.0,66.0,75,76.0,80.0,70.0,79.0
Danjuma Groeneveld,76,LM,Midfielder,4,4,22,178,80,HIGH/MED,Right,Non-Inform,Netherlands,Bournemouth,ENG 1,1904,670.74,634.5,540.0,82,84.0,81.0,73,70.0,73.0,80.0,76.0,55.0,44.0,71,68.0,75.0,57.0,72.0,67.0,76.0,79,78.0,74.0,69.0,80.0,80.0,73.0,42,32.0,44.0,35.0,52.0,47.0,67,61.0,79.0,67.0,55.0
João Pedro,76,CF,Forward,4,4,27,184,73,HIGH/MED,Right,Non-Inform,Brazil,Cagliari,ITA 1,1927,503.34,479.5,400.0,72,72.0,72.0,75,79.0,75.0,77.0,73.0,72.0,72.0,72,75.0,69.0,57.0,77.0,69.0,70.0,74,71.0,61.0,76.0,77.0,75.0,72.0,40,42.0,61.0,30.0,44.0,28.0,67,73.0,72.0,60.0,76.0
Tekin,76,GK,Goalkeeper,1,1,30,187,78,MED/MED,Right,Non-Inform,Turkey,Fenerbahçe,TUR 1,796,494.09,450.0,400.0,77,40.0,37.0,72,11.0,10.0,54.0,12.0,11.0,18.0,72,42.0,14.0,11.0,23.0,17.0,12.0,80,39.0,38.0,72.0,23.0,14.0,63.0,39,16.0,11.0,13.0,14.0,12.0,73,70.0,22.0,51.0,26.0
Clasie,76,CM,Midfielder,3,3,28,169,66,MED/MED,Right,Non-Inform,Netherlands,AZ,NED 1,2030,522.91,473.0,400.0,63,68.0,58.0,64,63.0,54.0,78.0,72.0,71.0,64.0,77,78.0,68.0,70.0,83.0,75.0,77.0,75,72.0,89.0,76.0,80.0,70.0,75.0,67,77.0,34.0,73.0,67.0,58.0,69,68.0,72.0,66.0,74.0
Al Mosailem,76,GK,Goalkeeper,1,2,35,184,84,MED/MED,Right,TOTWMoments,Saudi Arabia,Al Ahli,SAU 1,0,20449.84,14010.5,53250.0,76,,,81,,,,,,,73,,,,,,,74,,,,,,,45,,,,,,82,,,,
Cardona,76,CAM,Midfielder,3,4,25,183,92,MED/LOW,Right,Non-Inform,Colombia,Club Tijuana,MEX 1,1968,851.0,714.0,700.0,56,54.0,58.0,78,76.0,73.0,86.0,85.0,74.0,64.0,78,76.0,76.0,83.0,79.0,78.0,80.0,76,70.0,68.0,66.0,80.0,77.0,70.0,40,50.0,60.0,30.0,39.0,34.0,79,45.0,72.0,86.0,79.0
Castagne,76,LM,Midfielder,3,3,23,185,80,MED/HIGH,Right,ChampionsLeagueRare,Belgium,Atalanta,ITA 1,1933,1062.44,833.0,731.0,82,83.0,82.0,56,76.0,58.0,62.0,52.0,40.0,27.0,69,66.0,77.0,33.0,73.0,70.0,58.0,74,72.0,66.0,76.0,76.0,75.0,68.0,73,76.0,66.0,74.0,73.0,72.0,68,70.0,85.0,59.0,68.0
Gosens,76,LM,Midfielder,3,3,25,183,76,MED/HIGH,Left,ChampionsLeagueRare,Germany,Atalanta,ITA 1,2056,1091.26,850.0,720.0,79,80.0,78.0,65,74.0,62.0,72.0,66.0,60.0,50.0,72,65.0,78.0,58.0,75.0,70.0,70.0,74,68.0,66.0,74.0,76.0,77.0,60.0,72,71.0,66.0,75.0,73.0,71.0,77,91.0,81.0,75.0,74.0
Krul,76,GK,Goalkeeper,1,2,30,188,74,MED/MED,Left,Non-Inform,Netherlands,Norwich City,ENG 1,919,631.41,585.5,400.0,77,43.0,35.0,74,11.0,11.0,51.0,14.0,16.0,42.0,68,52.0,13.0,15.0,36.0,25.0,13.0,78,48.0,42.0,70.0,25.0,13.0,57.0,40,19.0,19.0,14.0,17.0,14.0,73,69.0,36.0,63.0,36.0
Rajkovic,76,GK,Goalkeeper,1,2,22,192,89,MED/MED,Right,Non-Inform,Serbia,Stade de Reims,FRA 1,674,585.65,500.0,400.0,77,30.0,18.0,74,4.0,9.0,53.0,10.0,8.0,20.0,73,42.0,13.0,10.0,26.0,25.0,14.0,78,32.0,29.0,68.0,18.0,8.0,32.0,25,10.0,13.0,11.0,10.0,10.0,76,35.0,26.0,66.0,24.0
Gabriel,76,CB,Defender,2,2,21,190,87,LOW/HIGH,Left,Non-Inform,Brazil,LOSC Lille,FRA 1,1636,635.0,600.0,413.0,58,63.0,54.0,36,32.0,31.0,52.0,30.0,28.0,41.0,56,34.0,41.0,29.0,79.0,63.0,51.0,55,52.0,41.0,70.0,65.0,47.0,66.0,75,77.0,79.0,72.0,73.0,72.0,77,69.0,66.0,82.0,77.0
Larsonneur,76,GK,Goalkeeper,1,2,21,181,70,MED/MED,Right,Non-Inform,France,Stade Brestois 29,FRA 1,900,965.3,787.0,700.0,78,50.0,50.0,76,17.0,19.0,50.0,12.0,20.0,21.0,71,25.0,18.0,11.0,29.0,26.0,11.0,79,60.0,65.0,62.0,22.0,20.0,51.0,52,17.0,14.0,12.0,20.0,12.0,73,70.0,35.0,59.0,22.0
Merquelanz,76,LM,Midfielder,3,3,24,176,72,MED/MED,Left,MOTM,Spain,CD Mirandes,ESP 2,1915,15784.19,13854.0,28750.0,77,78.0,75.0,70,77.0,75.0,63.0,72.0,46.0,51.0,78,79.0,79.0,52.0,82.0,71.0,75.0,80,76.0,87.0,72.0,80.0,81.0,68.0,45,47.0,43.0,30.0,54.0,57.0,64,56.0,64.0,68.0,57.0
Budimir,76,ST,Forward,3,4,28,190,75,MED/HIGH,Left,Non-Inform,Croatia,RCD Mallorca,ESP 1,1680,866.86,710.5,711.0,67,56.0,76.0,75,79.0,82.0,71.0,65.0,67.0,66.0,46,40.0,42.0,32.0,59.0,31.0,46.0,69,62.0,42.0,71.0,74.0,70.0,73.0,35,24.0,77.0,29.0,36.0,27.0,77,57.0,74.0,83.0,69.0
Engin,76,LM,Midfielder,3,3,23,180,70,MED/MED,Right,Inform,Germany,MSV Duisburg,GER 3,1942,17562.95,12875.0,54500.0,87,85.0,88.0,71,81.0,73.0,74.0,58.0,60.0,74.0,71,76.0,73.0,60.0,75.0,55.0,53.0,80,85.0,85.0,75.0,77.0,80.0,73.0,48,31.0,50.0,69.0,44.0,25.0,64,73.0,80.0,59.0,51.0
Cárdenas,76,GK,Goalkeeper,1,3,26,183,84,MED/MED,Right,MOTM,Mexico,Monterrey,MEX 1,0,20793.08,19000.0,29214.0,78,,,77,,,,,,,76,,,,,,,78,,,,,,,50,,,,,,74,,,,
Ferreira,76,ST,Forward,3,3,21,180,78,MED/MED,Right,LibertadoresMOTM,Paraguay,Libertad,CON1,1940,15931.25,12646.0,29250.0,80,78.0,80.0,78,76.0,78.0,84.0,70.0,69.0,84.0,64,69.0,47.0,68.0,74.0,54.0,66.0,79,86.0,60.0,73.0,80.0,79.0,73.0,38,39.0,86.0,24.0,35.0,32.0,70,79.0,73.0,74.0,50.0
Smith,76,ST,Forward,2,3,30,198,91,MED/MED,Left,Inform,England,Millwall,ENG 2,1816,20115.27,14175.0,28000.0,53,50.0,54.0,80,88.0,80.0,89.0,67.0,76.0,75.0,60,74.0,51.0,42.0,63.0,49.0,60.0,58,53.0,37.0,75.0,75.0,46.0,64.0,50,26.0,99.0,59.0,46.0,15.0,87,62.0,69.0,99.0,73.0
Gutiérrez,76,ST,Forward,4,3,33,177,81,MED/LOW,Right,LibertadoresBase,Colombia,Junior de Barranquilla,COL 1,1895,,,,57,59.0,55.0,75,81.0,75.0,78.0,75.0,74.0,67.0,72,76.0,70.0,63.0,73.0,69.0,67.0,77,71.0,74.0,74.0,81.0,77.0,80.0,28,25.0,70.0,21.0,26.0,20.0,72,82.0,55.0,77.0,80.0
Vergara,76,LW,Forward,3,3,23,172,72,HIGH/MED,Right,Inform,Colombia,América de Cali,COL 1,1866,17877.16,13150.0,54786.0,83,84.0,81.0,74,82.0,78.0,64.0,71.0,61.0,71.0,63,78.0,61.0,31.0,65.0,57.0,47.0,78,89.0,74.0,73.0,72.0,80.0,71.0,40,49.0,54.0,58.0,15.0,21.0,75,60.0,99.0,73.0,47.0
Gómez Andrade,76,CB,Defender,2,3,26,187,92,LOW/HIGH,Right,Sudamericana,Colombia,Unión Santa Fe,ARG 1,1474,,,,54,46.0,60.0,32,25.0,28.0,52.0,27.0,27.0,26.0,40,20.0,40.0,16.0,52.0,48.0,36.0,44,31.0,32.0,64.0,50.0,39.0,62.0,76,82.0,84.0,72.0,75.0,72.0,85,53.0,72.0,93.0,90.0
Mac Allister,76,CAM,Midfielder,3,3,19,176,70,MED/MED,Right,LibertadoresBase,Argentina,Buenos Aires,ARG 1,1986,,,,71,73.0,70.0,75,73.0,76.0,74.0,76.0,63.0,74.0,75,77.0,72.0,75.0,75.0,73.0,75.0,74,71.0,72.0,70.0,77.0,74.0,72.0,56,45.0,61.0,65.0,54.0,51.0,62,64.0,70.0,63.0,51.0
Franco,76,CB,Defender,2,2,21,183,77,MED/HIGH,Right,Sudamericana,Argentina,Independiente,ARG 1,1651,,,,65,67.0,63.0,34,38.0,28.0,50.0,28.0,35.0,42.0,50,43.0,38.0,35.0,67.0,45.0,31.0,57,41.0,65.0,73.0,67.0,51.0,63.0,76,75.0,75.0,74.0,80.0,71.0,77,73.0,79.0,77.0,77.0
Ponzio,76,CDM,Midfielder,3,3,36,174,71,MED/HIGH,Right,LibertadoresBase,Argentina,Nunez,ARG 1,1959,,,,44,51.0,39.0,59,67.0,47.0,77.0,66.0,41.0,70.0,70,68.0,67.0,66.0,74.0,76.0,57.0,68,67.0,72.0,73.0,72.0,64.0,80.0,77,79.0,62.0,79.0,77.0,78.0,72,71.0,59.0,72.0,88.0
Díaz,76,GK,Goalkeeper,1,2,32,186,86,MED/MED,Right,LibertadoresBase,Argentina,Buenos Aires,ARG 1,821,,,,75,39.0,39.0,73,14.0,11.0,47.0,13.0,11.0,23.0,62,38.0,17.0,15.0,24.0,21.0,13.0,76,30.0,35.0,71.0,16.0,13.0,33.0,39,18.0,15.0,17.0,21.0,22.0,81,53.0,35.0,74.0,43.0
Mena,76,LB,Defender,3,3,30,173,74,HIGH/MED,Left,LibertadoresBase,Chile,Racing Club de Avellaneda,ARG 1,1945,,,,78,76.0,79.0,48,71.0,38.0,61.0,53.0,38.0,58.0,69,68.0,80.0,41.0,72.0,64.0,59.0,73,71.0,78.0,73.0,73.0,74.0,68.0,73,76.0,50.0,73.0,76.0,76.0,73,74.0,78.0,67.0,80.0
